region,code,year,production_tonnes
Madagascar,MDG,1977,91520.0
Madagascar,MDG,1978,78200.0
Madagascar,MDG,1979,81565.0
Madagascar,MDG,1980,79880.0
Madagascar,MDG,1981,83460.0
Madagascar,MDG,1982,81225.0
Madagascar,MDG,1983,80855.0
Madagascar,MDG,1984,81400.0
Madagascar,MDG,1985,78500.0
Madagascar,MDG,1986,82280.0
Madagascar,MDG,1987,80750.0
Madagascar,MDG,1988,83500.0
Madagascar,MDG,1989,88200.0
Madagascar,MDG,1990,85000.0
Madagascar,MDG,1991,83865.0
Madagascar,MDG,1992,79882.0
Madagascar,MDG,1993,78000.0
Madagascar,MDG,1994,70000.0
Madagascar,MDG,1995,68000.0
Madagascar,MDG,1996,68000.0
Madagascar,MDG,1997,55000.0
Madagascar,MDG,1998,60000.0
Madagascar,MDG,1999,65000.0
Madagascar,MDG,2000,58080.0
Madagascar,MDG,2001,64530.0
Madagascar,MDG,2002,61520.0
Madagascar,MDG,2003,70315.0
Madagascar,MDG,2004,67775.0
Madagascar,MDG,2005,55500.0
Madagascar,MDG,2006,61635.0
Madagascar,MDG,2007,56470.0
Madagascar,MDG,2008,56978.0
Madagascar,MDG,2009,57491.0
Madagascar,MDG,2010,58178.0
Madagascar,MDG,2011,55698.04
Madagascar,MDG,2012,53363.68
Madagascar,MDG,2013,51627.54
Madagascar,MDG,2014,49223.0
Madagascar,MDG,2015,47507.0
Madagascar,MDG,2016,53093.0
Madagascar,MDG,2017,59602.0
Madagascar,MDG,2018,54514.81
Madagascar,MDG,2019,65760.0
Madagascar,MDG,2020,42220.0
Madagascar,MDG,2021,46400.61
Madagascar,MDG,2022,50532.03
Madagascar,MDG,2023,49340.52
Madagascar,MDG,2024,49561.4
Malawi,MWI,1961,167.0
Malawi,MWI,1962,198.0
Malawi,MWI,1963,230.0
Malawi,MWI,1964,133.0
Malawi,MWI,1965,128.0
Malawi,MWI,1966,166.0
Malawi,MWI,1967,151.0
Malawi,MWI,1968,145.0
Malawi,MWI,1969,154.0
Malawi,MWI,1970,263.0
Malawi,MWI,1971,153.0
Malawi,MWI,1972,186.0
Malawi,MWI,1973,187.0
Malawi,MWI,1974,625.0
Malawi,MWI,1975,788.0
Malawi,MWI,1976,880.0
Malawi,MWI,1977,880.0
Malawi,MWI,1978,900.0
Malawi,MWI,1979,900.0
Malawi,MWI,1980,1000.0
Malawi,MWI,1981,1000.0
Malawi,MWI,1982,1020.0
Malawi,MWI,1983,1140.0
Malawi,MWI,1984,1860.0
Malawi,MWI,1985,3480.0
Malawi,MWI,1986,3692.0
Malawi,MWI,1987,4966.0
Malawi,MWI,1988,4320.0
Malawi,MWI,1989,6780.0
Malawi,MWI,1990,6180.0
Malawi,MWI,1991,7500.0
Malawi,MWI,1992,8160.0
Malawi,MWI,1993,3780.0
Malawi,MWI,1994,5040.0
Malawi,MWI,1995,5460.0
Malawi,MWI,1996,4797.0
Malawi,MWI,1997,4552.0
Malawi,MWI,1998,3840.0
Malawi,MWI,1999,3540.0
Malawi,MWI,2000,3780.0
Malawi,MWI,2001,4320.0
Malawi,MWI,2002,2980.0
Malawi,MWI,2003,2584.0
Malawi,MWI,2004,1590.0
Malawi,MWI,2005,1181.0
Malawi,MWI,2006,2091.0
Malawi,MWI,2007,1403.0
Malawi,MWI,2008,1122.0
Malawi,MWI,2009,5510.0
Malawi,MWI,2010,4176.0
Malawi,MWI,2011,4015.0
Malawi,MWI,2012,5684.0
Malawi,MWI,2013,5699.0
Malawi,MWI,2014,6757.0
Malawi,MWI,2015,7217.0
Malawi,MWI,2016,7217.0
Malawi,MWI,2017,8420.0
Malawi,MWI,2018,11082.0
Malawi,MWI,2019,11000.0
Malawi,MWI,2020,10000.0
Malawi,MWI,2021,10086.0
Malawi,MWI,2022,11000.0
Malawi,MWI,2023,11000.0
Malawi,MWI,2024,11223.46
Malaysia,MYS,1961,2700.0
Malaysia,MYS,1962,2580.0
Malaysia,MYS,1963,2820.0
Malaysia,MYS,1964,3120.0
Malaysia,MYS,1965,3120.0
Malaysia,MYS,1966,3480.0
Malaysia,MYS,1967,3420.0
Malaysia,MYS,1968,3600.0
Malaysia,MYS,1969,3780.0
Malaysia,MYS,1970,3540.0
Malaysia,MYS,1971,3960.0
Malaysia,MYS,1972,4200.0
Malaysia,MYS,1973,4920.0
Malaysia,MYS,1974,5880.0
Malaysia,MYS,1975,6240.0
Malaysia,MYS,1976,8100.0
Malaysia,MYS,1977,5400.0
Malaysia,MYS,1978,6120.0
Malaysia,MYS,1979,5880.0
Malaysia,MYS,1980,10100.0
Malaysia,MYS,1981,10400.0
Malaysia,MYS,1982,11300.0
Malaysia,MYS,1983,11900.0
Malaysia,MYS,1984,11900.0
Malaysia,MYS,1985,10900.0
Malaysia,MYS,1986,10300.0
Malaysia,MYS,1987,11500.0
Malaysia,MYS,1988,9500.0
Malaysia,MYS,1989,6732.0
Malaysia,MYS,1990,7215.0
Malaysia,MYS,1991,7600.0
Malaysia,MYS,1992,9000.0
Malaysia,MYS,1993,11100.0
Malaysia,MYS,1994,11200.0
Malaysia,MYS,1995,11300.0
Malaysia,MYS,1996,15000.0
Malaysia,MYS,1997,20000.0
Malaysia,MYS,1998,28000.0
Malaysia,MYS,1999,35000.0
Malaysia,MYS,2000,39800.0
Malaysia,MYS,2001,38500.0
Malaysia,MYS,2002,39200.0
Malaysia,MYS,2003,40000.0
Malaysia,MYS,2004,39200.0
Malaysia,MYS,2005,40000.0
Malaysia,MYS,2006,32779.0
Malaysia,MYS,2007,21213.0
Malaysia,MYS,2008,23061.0
Malaysia,MYS,2009,16332.0
Malaysia,MYS,2010,15768.0
Malaysia,MYS,2011,15064.0
Malaysia,MYS,2012,10427.0
Malaysia,MYS,2013,14739.0
Malaysia,MYS,2014,8186.0
Malaysia,MYS,2015,5929.0
Malaysia,MYS,2016,7170.0
Malaysia,MYS,2017,8109.18
Malaysia,MYS,2018,3369.2
Malaysia,MYS,2019,3558.5
Malaysia,MYS,2020,4241.08
Malaysia,MYS,2021,4150.55
Malaysia,MYS,2022,3849.58
Malaysia,MYS,2023,3910.09
Malaysia,MYS,2024,2861.29
Martinique,MTQ,1961,2400.0
Martinique,MTQ,1962,2400.0
Martinique,MTQ,1963,2400.0
Martinique,MTQ,1964,2400.0
Martinique,MTQ,1965,2400.0
Martinique,MTQ,1966,2400.0
Martinique,MTQ,1967,2400.0
Martinique,MTQ,1968,2400.0
Martinique,MTQ,1969,600.0
Martinique,MTQ,1970,600.0
Martinique,MTQ,1971,600.0
Martinique,MTQ,1972,600.0
Martinique,MTQ,1973,600.0
Martinique,MTQ,1974,600.0
Martinique,MTQ,1975,0.0
Martinique,MTQ,1976,0.0
Martinique,MTQ,1977,0.0
Martinique,MTQ,1978,0.0
Martinique,MTQ,1979,0.0
Martinique,MTQ,1980,0.0
Martinique,MTQ,1981,0.0
Martinique,MTQ,1982,0.0
Martinique,MTQ,1983,0.0
Martinique,MTQ,1984,0.0
Martinique,MTQ,1985,0.0
Martinique,MTQ,1986,0.0
Martinique,MTQ,1987,0.0
Martinique,MTQ,1988,0.0
Martinique,MTQ,1989,0.0
Martinique,MTQ,1990,0.0
Martinique,MTQ,1991,75.0
Martinique,MTQ,1992,75.0
Martinique,MTQ,1993,75.0
Martinique,MTQ,1994,74.73
Martinique,MTQ,1995,35.0
Martinique,MTQ,1996,44.62
Martinique,MTQ,1997,40.0
Martinique,MTQ,1998,40.0
Martinique,MTQ,1999,40.91
Martinique,MTQ,2000,40.0
Martinique,MTQ,2001,39.81
Martinique,MTQ,2002,36.68
Martinique,MTQ,2003,35.47
Martinique,MTQ,2004,36.57
Martinique,MTQ,2005,32.75
Martinique,MTQ,2006,30.35
Mauritius,MUS,1961,0.0
Mauritius,MUS,1962,0.0
Mauritius,MUS,1963,0.0
Mauritius,MUS,1964,0.0
Mauritius,MUS,1965,0.0
Mauritius,MUS,1966,0.0
Mauritius,MUS,1967,0.0
Mauritius,MUS,1968,0.0
Mauritius,MUS,1969,0.0
Mauritius,MUS,1970,0.0
Mauritius,MUS,1971,0.0
Mauritius,MUS,1972,0.0
Mauritius,MUS,1973,0.0
Mauritius,MUS,1974,0.0
Mauritius,MUS,1975,0.0
Mauritius,MUS,1976,0.0
Mauritius,MUS,1977,0.0
Mauritius,MUS,1978,0.0
Mauritius,MUS,1979,0.0
Mauritius,MUS,1980,0.0
Mauritius,MUS,1981,0.0
Mauritius,MUS,1982,0.0
Mauritius,MUS,1983,0.0
Mauritius,MUS,1984,0.0
Mauritius,MUS,1985,0.0
Mauritius,MUS,1986,0.0
Mauritius,MUS,1987,40.0
Mauritius,MUS,1988,40.0
Mauritius,MUS,1989,50.0
Mauritius,MUS,1990,0.0
Mauritius,MUS,1991,0.0
Mauritius,MUS,1992,0.0
Melanesia,OWID_MNS,1961,5010.0
Melanesia,OWID_MNS,1962,6466.0
Melanesia,OWID_MNS,1963,7731.0
Melanesia,OWID_MNS,1964,10138.0
Melanesia,OWID_MNS,1965,11691.0
Melanesia,OWID_MNS,1966,13722.0
Melanesia,OWID_MNS,1967,17562.0
Melanesia,OWID_MNS,1968,15688.0
Melanesia,OWID_MNS,1969,23289.0
Melanesia,OWID_MNS,1970,28406.0
Melanesia,OWID_MNS,1971,28100.0
Melanesia,OWID_MNS,1972,30248.0
Melanesia,OWID_MNS,1973,36431.0
Melanesia,OWID_MNS,1974,34944.0
Melanesia,OWID_MNS,1975,38520.0
Melanesia,OWID_MNS,1976,41041.0
Melanesia,OWID_MNS,1977,38837.0
Melanesia,OWID_MNS,1978,46532.0
Melanesia,OWID_MNS,1979,50296.0
Melanesia,OWID_MNS,1980,55501.0
Melanesia,OWID_MNS,1981,50515.0
Melanesia,OWID_MNS,1982,41506.0
Melanesia,OWID_MNS,1983,56349.0
Melanesia,OWID_MNS,1984,44064.0
Melanesia,OWID_MNS,1985,56863.0
Melanesia,OWID_MNS,1986,44884.0
Melanesia,OWID_MNS,1987,63041.0
Melanesia,OWID_MNS,1988,62185.0
Melanesia,OWID_MNS,1989,66035.0
Melanesia,OWID_MNS,1990,60975.0
Melanesia,OWID_MNS,1991,47685.0
Melanesia,OWID_MNS,1992,50794.0
Melanesia,OWID_MNS,1993,63803.13
Melanesia,OWID_MNS,1994,67222.22
Melanesia,OWID_MNS,1995,59660.86
Melanesia,OWID_MNS,1996,65166.48
Melanesia,OWID_MNS,1997,64615.36
Melanesia,OWID_MNS,1998,81035.85
Melanesia,OWID_MNS,1999,83143.3
Melanesia,OWID_MNS,2000,83063.0
Melanesia,OWID_MNS,2001,63807.15
Melanesia,OWID_MNS,2002,65155.2
Melanesia,OWID_MNS,2003,69348.96
Melanesia,OWID_MNS,2004,59910.72
Melanesia,OWID_MNS,2005,76134.0
Melanesia,OWID_MNS,2006,48474.96
Melanesia,OWID_MNS,2007,58131.32
Melanesia,OWID_MNS,2008,61742.85
Melanesia,OWID_MNS,2009,60279.38
Melanesia,OWID_MNS,2010,52263.62
Melanesia,OWID_MNS,2011,84920.94
Melanesia,OWID_MNS,2012,43659.29
Melanesia,OWID_MNS,2013,49722.64
Melanesia,OWID_MNS,2014,56934.81
Melanesia,OWID_MNS,2015,58011.64
Melanesia,OWID_MNS,2016,53754.25
Melanesia,OWID_MNS,2017,47015.3
Melanesia,OWID_MNS,2018,53190.57
Melanesia,OWID_MNS,2019,45160.39
Melanesia,OWID_MNS,2020,40530.61
Melanesia,OWID_MNS,2021,47910.41
Melanesia,OWID_MNS,2022,40830.93
Melanesia,OWID_MNS,2023,58829.92
Melanesia,OWID_MNS,2024,50428.67
Mexico,MEX,1961,126616.0
Mexico,MEX,1962,139794.0
Mexico,MEX,1963,137069.0
Mexico,MEX,1964,156477.0
Mexico,MEX,1965,162149.0
Mexico,MEX,1966,183005.0
Mexico,MEX,1967,224505.0
Mexico,MEX,1968,212656.0
Mexico,MEX,1969,172734.0
Mexico,MEX,1970,185293.0
Mexico,MEX,1971,187495.0
Mexico,MEX,1972,203462.0
Mexico,MEX,1973,221718.0
Mexico,MEX,1974,220767.0
Mexico,MEX,1975,228264.0
Mexico,MEX,1976,212200.0
Mexico,MEX,1977,182010.0
Mexico,MEX,1978,241602.0
Mexico,MEX,1979,220191.0
Mexico,MEX,1980,220040.0
Mexico,MEX,1981,262904.0
Mexico,MEX,1982,251768.0
Mexico,MEX,1983,307948.0
Mexico,MEX,1984,239870.0
Mexico,MEX,1985,260197.0
Mexico,MEX,1986,374828.0
Mexico,MEX,1987,336180.0
Mexico,MEX,1988,423000.0
Mexico,MEX,1989,343440.0
Mexico,MEX,1990,440000.0
Mexico,MEX,1991,334330.0
Mexico,MEX,1992,359665.0
Mexico,MEX,1993,335627.0
Mexico,MEX,1994,324500.0
Mexico,MEX,1995,324526.0
Mexico,MEX,1996,374153.0
Mexico,MEX,1997,368315.0
Mexico,MEX,1998,277372.0
Mexico,MEX,1999,302119.0
Mexico,MEX,2000,338170.0
Mexico,MEX,2001,302996.0
Mexico,MEX,2002,313027.0
Mexico,MEX,2003,310861.0
Mexico,MEX,2004,312413.0
Mexico,MEX,2005,294364.0
Mexico,MEX,2006,279635.0
Mexico,MEX,2007,268565.0
Mexico,MEX,2008,260442.0
Mexico,MEX,2009,264472.0
Mexico,MEX,2010,245271.0
Mexico,MEX,2011,237056.0
Mexico,MEX,2012,246121.0
Mexico,MEX,2013,231596.0
Mexico,MEX,2014,214667.0
Mexico,MEX,2015,188934.0
Mexico,MEX,2016,151714.0
Mexico,MEX,2017,153777.4
Mexico,MEX,2018,158307.98
Mexico,MEX,2019,165712.27
Mexico,MEX,2020,175554.62
Mexico,MEX,2021,174341.4
Mexico,MEX,2022,188710.0
Mexico,MEX,2023,194940.0
Mexico,MEX,2024,194470.0
Middle Africa (FAO),,1961,284358.0
Middle Africa (FAO),,1962,313997.0
Middle Africa (FAO),,1963,310058.0
Middle Africa (FAO),,1964,332932.0
Middle Africa (FAO),,1965,359678.0
Middle Africa (FAO),,1966,360495.0
Middle Africa (FAO),,1967,393702.0
Middle Africa (FAO),,1968,361549.0
Middle Africa (FAO),,1969,386640.0
Middle Africa (FAO),,1970,386585.0
Middle Africa (FAO),,1971,412311.0
Middle Africa (FAO),,1972,417688.0
Middle Africa (FAO),,1973,399550.0
Middle Africa (FAO),,1974,428099.0
Middle Africa (FAO),,1975,376025.0
Middle Africa (FAO),,1976,249829.0
Middle Africa (FAO),,1977,257272.0
Middle Africa (FAO),,1978,253901.0
Middle Africa (FAO),,1979,230728.0
Middle Africa (FAO),,1980,270715.0
Middle Africa (FAO),,1981,250316.0
Middle Africa (FAO),,1982,267547.0
Middle Africa (FAO),,1983,187820.0
Middle Africa (FAO),,1984,275034.0
Middle Africa (FAO),,1985,228709.0
Middle Africa (FAO),,1986,271698.0
Middle Africa (FAO),,1987,219567.0
Middle Africa (FAO),,1988,268597.0
Middle Africa (FAO),,1989,252019.0
Middle Africa (FAO),,1990,230048.0
Middle Africa (FAO),,1991,240568.0
Middle Africa (FAO),,1992,189792.0
Middle Africa (FAO),,1993,179376.48
Middle Africa (FAO),,1994,185583.0
Middle Africa (FAO),,1995,177296.0
Middle Africa (FAO),,1996,205756.0
Middle Africa (FAO),,1997,159276.0
Middle Africa (FAO),,1998,191691.0
Middle Africa (FAO),,1999,166338.0
Middle Africa (FAO),,2000,156893.0
Middle Africa (FAO),,2001,127535.0
Middle Africa (FAO),,2002,94232.0
Middle Africa (FAO),,2003,94752.97
Middle Africa (FAO),,2004,99281.33
Middle Africa (FAO),,2005,106218.0
Middle Africa (FAO),,2006,108410.0
Middle Africa (FAO),,2007,101190.55
Middle Africa (FAO),,2008,96732.48
Middle Africa (FAO),,2009,102359.69
Middle Africa (FAO),,2010,120859.24
Middle Africa (FAO),,2011,81909.12
Middle Africa (FAO),,2012,96003.91
Middle Africa (FAO),,2013,99532.34
Middle Africa (FAO),,2014,102692.42
Middle Africa (FAO),,2015,102160.62
Middle Africa (FAO),,2016,100203.22
Middle Africa (FAO),,2017,113144.27
Middle Africa (FAO),,2018,203253.98
Middle Africa (FAO),,2019,317235.6
Middle Africa (FAO),,2020,397957.16
Middle Africa (FAO),,2021,402258.25
Middle Africa (FAO),,2022,410546.0
Middle Africa (FAO),,2023,423099.62
Middle Africa (FAO),,2024,435305.56
Mozambique,MOZ,1961,1000.0
Mozambique,MOZ,1962,1000.0
Mozambique,MOZ,1963,1000.0
Mozambique,MOZ,1964,1000.0
Mozambique,MOZ,1965,1000.0
Mozambique,MOZ,1966,1000.0
Mozambique,MOZ,1967,1000.0
Mozambique,MOZ,1968,1000.0
Mozambique,MOZ,1969,1000.0
Mozambique,MOZ,1970,1000.0
Mozambique,MOZ,1971,1000.0
Mozambique,MOZ,1972,1000.0
Mozambique,MOZ,1973,1000.0
Mozambique,MOZ,1974,1000.0
Mozambique,MOZ,1975,1000.0
Mozambique,MOZ,1976,1000.0
Mozambique,MOZ,1977,1000.0
Mozambique,MOZ,1978,1000.0
Mozambique,MOZ,1979,1000.0
Mozambique,MOZ,1980,1000.0
Mozambique,MOZ,1981,1000.0
Mozambique,MOZ,1982,1000.0
Mozambique,MOZ,1983,1000.0
Mozambique,MOZ,1984,1000.0
Mozambique,MOZ,1985,1000.0
Mozambique,MOZ,1986,1000.0
Mozambique,MOZ,1987,1000.0
Mozambique,MOZ,1988,1000.0
Mozambique,MOZ,1989,1000.0
Mozambique,MOZ,1990,937.0
Mozambique,MOZ,1991,900.0
Mozambique,MOZ,1992,700.0
Mozambique,MOZ,1993,1000.0
Mozambique,MOZ,1994,800.0
Mozambique,MOZ,1995,900.0
Mozambique,MOZ,1996,950.0
Mozambique,MOZ,1997,1000.0
Mozambique,MOZ,1998,838.0
Mozambique,MOZ,1999,812.89
Mozambique,MOZ,2000,600.0
Mozambique,MOZ,2001,782.41
Mozambique,MOZ,2002,786.66
Mozambique,MOZ,2003,801.53
Mozambique,MOZ,2004,750.0
Mozambique,MOZ,2005,680.0
Mozambique,MOZ,2006,700.0
Mozambique,MOZ,2007,720.0
Mozambique,MOZ,2008,730.0
Mozambique,MOZ,2009,740.0
Mozambique,MOZ,2010,770.0
Mozambique,MOZ,2011,800.0
Mozambique,MOZ,2012,900.0
Mozambique,MOZ,2013,900.0
Mozambique,MOZ,2014,816.94
Mozambique,MOZ,2015,804.44
Mozambique,MOZ,2016,840.46
Mozambique,MOZ,2017,806.23
Mozambique,MOZ,2018,798.24
Mozambique,MOZ,2019,789.95
Mozambique,MOZ,2020,791.95
Mozambique,MOZ,2021,797.11
Mozambique,MOZ,2022,802.61
Mozambique,MOZ,2023,803.15
Mozambique,MOZ,2024,803.7
Myanmar,MMR,1961,200.0
Myanmar,MMR,1962,949.0
Myanmar,MMR,1963,1688.0
Myanmar,MMR,1964,1162.0
Myanmar,MMR,1965,1534.0
Myanmar,MMR,1966,1292.0
Myanmar,MMR,1967,1506.0
Myanmar,MMR,1968,1406.0
Myanmar,MMR,1969,1210.0
Myanmar,MMR,1970,1016.0
Myanmar,MMR,1971,917.0
Myanmar,MMR,1972,957.0
Myanmar,MMR,1973,1026.0
Myanmar,MMR,1974,956.0
Myanmar,MMR,1975,1024.0
Myanmar,MMR,1976,923.0
Myanmar,MMR,1977,940.0
Myanmar,MMR,1978,1079.0
Myanmar,MMR,1979,1017.0
Myanmar,MMR,1980,1114.0
Myanmar,MMR,1981,1044.0
Myanmar,MMR,1982,1167.0
Myanmar,MMR,1983,1195.0
Myanmar,MMR,1984,1217.0
Myanmar,MMR,1985,1253.0
Myanmar,MMR,1986,1414.0
Myanmar,MMR,1987,1488.0
Myanmar,MMR,1988,1501.0
Myanmar,MMR,1989,1571.0
Myanmar,MMR,1990,1378.0
Myanmar,MMR,1991,1300.0
Myanmar,MMR,1992,1200.0
Myanmar,MMR,1993,1400.0
Myanmar,MMR,1994,1500.0
Myanmar,MMR,1995,1500.0
Myanmar,MMR,1996,1700.0
Myanmar,MMR,1997,1900.0
Myanmar,MMR,1998,1700.0
Myanmar,MMR,1999,1800.0
Myanmar,MMR,2000,2100.0
Myanmar,MMR,2001,2300.0
Myanmar,MMR,2002,2700.0
Myanmar,MMR,2003,2960.0
Myanmar,MMR,2004,3500.0
Myanmar,MMR,2005,4000.0
Myanmar,MMR,2006,4800.0
Myanmar,MMR,2007,5900.0
Myanmar,MMR,2008,6300.0
Myanmar,MMR,2009,7000.0
Myanmar,MMR,2010,7300.0
Myanmar,MMR,2011,7600.0
Myanmar,MMR,2012,8000.0
Myanmar,MMR,2013,8100.0
Myanmar,MMR,2014,8400.0
Myanmar,MMR,2015,8300.0
Myanmar,MMR,2016,8474.0
Myanmar,MMR,2017,8547.0
Myanmar,MMR,2018,8677.84
Myanmar,MMR,2019,8769.0
Myanmar,MMR,2020,8908.0
Myanmar,MMR,2021,8908.0
Myanmar,MMR,2022,8557.0
Myanmar,MMR,2023,8481.74
Myanmar,MMR,2024,8903.66
Nepal,NPL,1995,25.0
Nepal,NPL,1996,29.0
Nepal,NPL,1997,37.0
Nepal,NPL,1998,56.0
Nepal,NPL,1999,45.0
Nepal,NPL,2000,72.0
Nepal,NPL,2001,89.0
Nepal,NPL,2002,139.0
Nepal,NPL,2003,188.0
Nepal,NPL,2004,218.0
Nepal,NPL,2005,250.0
Nepal,NPL,2006,300.0
Nepal,NPL,2007,460.0
Nepal,NPL,2008,500.0
Nepal,NPL,2009,268.0
Nepal,NPL,2010,307.0
Nepal,NPL,2011,402.0
Nepal,NPL,2012,425.0
Nepal,NPL,2013,366.0
Nepal,NPL,2014,430.0
Nepal,NPL,2015,463.58
Nepal,NPL,2016,532.0
Nepal,NPL,2017,466.0
Nepal,NPL,2018,513.0
Nepal,NPL,2019,530.0
Nepal,NPL,2020,297.0
Nepal,NPL,2021,315.0
Nepal,NPL,2022,355.0
Nepal,NPL,2023,394.4
Nepal,NPL,2024,501.3
Net Food Importing Developing Countries (FAO),,1961,1197554.0
Net Food Importing Developing Countries (FAO),,1962,1201081.0
Net Food Importing Developing Countries (FAO),,1963,1329675.0
Net Food Importing Developing Countries (FAO),,1964,1492596.0
Net Food Importing Developing Countries (FAO),,1965,1362785.0
Net Food Importing Developing Countries (FAO),,1966,1519041.0
Net Food Importing Developing Countries (FAO),,1967,1426358.0
Net Food Importing Developing Countries (FAO),,1968,1486985.0
Net Food Importing Developing Countries (FAO),,1969,1597998.0
Net Food Importing Developing Countries (FAO),,1970,1599589.0
Net Food Importing Developing Countries (FAO),,1971,1597665.0
Net Food Importing Developing Countries (FAO),,1972,1605844.0
Net Food Importing Developing Countries (FAO),,1973,1711380.0
Net Food Importing Developing Countries (FAO),,1974,1605862.0
Net Food Importing Developing Countries (FAO),,1975,1677742.0
Net Food Importing Developing Countries (FAO),,1976,1501464.0
Net Food Importing Developing Countries (FAO),,1977,1604068.0
Net Food Importing Developing Countries (FAO),,1978,1419482.0
Net Food Importing Developing Countries (FAO),,1979,1562446.0
Net Food Importing Developing Countries (FAO),,1980,1581678.0
Net Food Importing Developing Countries (FAO),,1981,1701029.0
Net Food Importing Developing Countries (FAO),,1982,1602891.0
Net Food Importing Developing Countries (FAO),,1983,1566571.0
Net Food Importing Developing Countries (FAO),,1984,1419042.0
Net Food Importing Developing Countries (FAO),,1985,1598627.0
Net Food Importing Developing Countries (FAO),,1986,1655041.0
Net Food Importing Developing Countries (FAO),,1987,1681272.0
Net Food Importing Developing Countries (FAO),,1988,1627914.0
Net Food Importing Developing Countries (FAO),,1989,1677995.0
Net Food Importing Developing Countries (FAO),,1990,1707955.0
Net Food Importing Developing Countries (FAO),,1991,1604478.1
Net Food Importing Developing Countries (FAO),,1992,1629653.6
Net Food Importing Developing Countries (FAO),,1993,1435504.9
Net Food Importing Developing Countries (FAO),,1994,1512455.8
Net Food Importing Developing Countries (FAO),,1995,1599331.1
Net Food Importing Developing Countries (FAO),,1996,1739743.8
Net Food Importing Developing Countries (FAO),,1997,1707304.0
Net Food Importing Developing Countries (FAO),,1998,1732534.1
Net Food Importing Developing Countries (FAO),,1999,1839811.8
Net Food Importing Developing Countries (FAO),,2000,1902863.1
Net Food Importing Developing Countries (FAO),,2001,1785078.6
Net Food Importing Developing Countries (FAO),,2002,1750467.8
Net Food Importing Developing Countries (FAO),,2003,1415479.2
Net Food Importing Developing Countries (FAO),,2004,1704937.0
Net Food Importing Developing Countries (FAO),,2005,1599057.4
Net Food Importing Developing Countries (FAO),,2006,1795464.2
Net Food Importing Developing Countries (FAO),,2007,1761137.8
Net Food Importing Developing Countries (FAO),,2008,1871457.4
Net Food Importing Developing Countries (FAO),,2009,1725306.5
Net Food Importing Developing Countries (FAO),,2010,1853496.5
Net Food Importing Developing Countries (FAO),,2011,1942722.1
Net Food Importing Developing Countries (FAO),,2012,2103025.8
Net Food Importing Developing Countries (FAO),,2013,1861340.6
Net Food Importing Developing Countries (FAO),,2014,1888730.5
Net Food Importing Developing Countries (FAO),,2015,2202914.5
Net Food Importing Developing Countries (FAO),,2016,2294357.0
Net Food Importing Developing Countries (FAO),,2017,2533846.5
Net Food Importing Developing Countries (FAO),,2018,2794954.2
Net Food Importing Developing Countries (FAO),,2019,2936155.5
Net Food Importing Developing Countries (FAO),,2020,2883422.0
Net Food Importing Developing Countries (FAO),,2021,3070330.5
Net Food Importing Developing Countries (FAO),,2022,3070467.2
Net Food Importing Developing Countries (FAO),,2023,3024645.5
Net Food Importing Developing Countries (FAO),,2024,2908547.8
New Caledonia,NCL,1961,2250.0
New Caledonia,NCL,1962,2125.0
New Caledonia,NCL,1963,2250.0
New Caledonia,NCL,1964,2437.0
New Caledonia,NCL,1965,2200.0
New Caledonia,NCL,1966,1770.0
New Caledonia,NCL,1967,1537.0
New Caledonia,NCL,1968,870.0
New Caledonia,NCL,1969,1620.0
New Caledonia,NCL,1970,780.0
New Caledonia,NCL,1971,1000.0
New Caledonia,NCL,1972,1100.0
New Caledonia,NCL,1973,1500.0
New Caledonia,NCL,1974,727.0
New Caledonia,NCL,1975,1500.0
New Caledonia,NCL,1976,1500.0
New Caledonia,NCL,1977,538.0
New Caledonia,NCL,1978,507.0
New Caledonia,NCL,1979,664.0
New Caledonia,NCL,1980,659.0
New Caledonia,NCL,1981,597.0
New Caledonia,NCL,1982,347.0
New Caledonia,NCL,1983,377.0
New Caledonia,NCL,1984,304.0
New Caledonia,NCL,1985,552.0
New Caledonia,NCL,1986,472.0
New Caledonia,NCL,1987,438.0
New Caledonia,NCL,1988,107.0
New Caledonia,NCL,1989,273.0
New Caledonia,NCL,1990,300.0
New Caledonia,NCL,1991,69.0
New Caledonia,NCL,1992,78.0
New Caledonia,NCL,1993,59.0
New Caledonia,NCL,1994,44.0
New Caledonia,NCL,1995,29.0
New Caledonia,NCL,1996,25.0
New Caledonia,NCL,1997,42.0
New Caledonia,NCL,1998,35.0
New Caledonia,NCL,1999,48.0
New Caledonia,NCL,2000,18.0
New Caledonia,NCL,2001,56.0
New Caledonia,NCL,2002,20.0
New Caledonia,NCL,2003,18.0
New Caledonia,NCL,2004,60.0
New Caledonia,NCL,2005,25.0
New Caledonia,NCL,2006,25.0
New Caledonia,NCL,2007,21.0
New Caledonia,NCL,2008,33.0
New Caledonia,NCL,2009,9.0
New Caledonia,NCL,2010,13.0
New Caledonia,NCL,2011,19.0
New Caledonia,NCL,2012,6.0
New Caledonia,NCL,2013,7.0
New Caledonia,NCL,2014,5.0
New Caledonia,NCL,2015,6.39
New Caledonia,NCL,2016,3.55
New Caledonia,NCL,2017,5.2
New Caledonia,NCL,2018,2.6
New Caledonia,NCL,2019,2.0
New Caledonia,NCL,2020,1.94
New Caledonia,NCL,2021,1.92
New Caledonia,NCL,2022,1.54
New Caledonia,NCL,2023,1.18
New Caledonia,NCL,2024,1.01
Nicaragua,NIC,1961,23200.0
